,pmid
50876,4001434
50877,9869612
50878,18652704
50879,7554381
50880,6603024
50881,11487977
50882,15038335
50883,3693188
50884,17125941
50885,731879
50886,11113713
50887,4358276
50888,17308245
50889,723879
50890,22982570
50891,10586344
50892,18348297
50893,6731385
50894,27311106
50895,23828460
50896,18455351
50897,24793135
50898,23595953
50899,17077332
50900,15250654
50901,12355680
50902,7828311
50903,2862864
50904,2486013
50905,11129038
50906,18656262
50907,20483668
50908,18282747
50909,11953129
50910,10655774
50911,22209866
50912,15235787
50913,7501784
50914,11437064
50915,3461217
50916,17366478
50917,19407080
50918,2475585
50919,5781455
50920,16601995
50921,19841130
50922,19931343
50923,7351447
50924,26052383
50925,23527093
50926,26672737
50927,17218722
50928,4743335
50929,8964641
50930,11251628
50931,21457779
50932,1464343
50933,2904533
50934,10572812
50935,2587613
50936,15946633
50937,10612544
50938,11474656
50939,466557
50940,15283313
50941,8698682
50942,2862602
50943,16207182
50944,9289004
50945,16120746
50946,6699424
50947,30980911
50948,6267685
50949,12699248
50950,30037311
50951,17989504
50952,3454316
50953,11099628
50954,2591396
50955,9513631
50956,888840
50957,18615204
50958,3461643
50959,20118189
50960,17687034
50961,10985523
50962,17901229
50963,1659841
50964,17435757
50965,21605009
50966,24703731
50967,17457460
50968,8346781
50969,28456544
50970,28253935
50971,17460065
50972,19856012
50973,2337894
50974,17163412
50975,12044476
50976,15730737
50977,7137653
50978,1800867
50979,7344416
50980,16425853
50981,9856709
50982,31711802
50983,19540903
50984,20106747
50985,10714091
50986,12965111
50987,857850
50988,15105169
50989,12009774
50990,62850
50991,277165
50992,11150921
50993,5359954
50994,9861923
50995,24531328
50996,15715889
50997,19470301
50998,3684400
50999,23872130
51000,4921586
51001,21406336
51002,11180473
51003,21785
51004,6619049
51005,4314181
51006,6540930
51007,6666530
51008,6148384
51009,2643228
51010,12779103
51011,15381053
51012,24595819
51013,5694612
51014,8156442
51015,9219603
51016,11453588
51017,17243195
51018,11306444
51019,15477546
51020,7229402
51021,19388005
51022,17341899
51023,4426056
51024,18339021
51025,6208933
51026,19309154
51027,4099397
51028,1198863
51029,6382225
51030,2628443
51031,9472750
51032,2388795
51033,3359561
51034,24690739
51035,4083073
51036,29632379
51037,1562312
51038,15460337
51039,2807609
51040,16127422
51041,17197214
51042,6683361
51043,867390
51044,16844920
51045,19378467
51046,8171264
51047,16105050
51048,10958127
51049,7076071
51050,8586822
51051,21225626
51052,2569998
51053,19648163
51054,17105925
51055,28480221
51056,9888118
51057,15558807
51058,21983427
51059,15930079
51060,19761891
51061,17263510
51062,18178408
51063,16547692
51064,19274460
51065,11000703
51066,2424627
51067,16910300
51068,6538276
51069,21782507
51070,19182299
51071,15488344
51072,6666375
51073,18560214
51074,4740413
51075,20054487
51076,9066321
51077,8675689
51078,15494386
51079,1547526
51080,20144594
51081,18201729
51082,16940769
51083,19812361
51084,19834688
51085,6132343
51086,12216079
51087,14227437
51088,17938729
51089,9831002
51090,24388840
51091,16337506
51092,717993
51093,23347876
51094,2226621
51095,2445709
51096,29703973
51097,12622636
51098,12384525
51099,24781185
51100,2218007
51101,10459911
51102,17008600
51103,4234096
51104,18339125
51105,12443032
51106,3362282
51107,24768697
51108,28266775
51109,19755661
51110,953565
51111,9621905
51112,15542729
51113,1976519
51114,8214693
51115,11126396
51116,7803371
51117,16055266
51118,477040
51119,15925865
51120,9580128
51121,11891282
51122,18844325
51123,23138419
51124,8959032
51125,23159986
51126,5058744
51127,3756313
51128,20816719
51129,8142199
51130,9579209
51131,26420483
51132,1875449
51133,3348657
51134,3815719
51135,23219665
51136,2317381
51137,21805066
51138,19560522
51139,19087273
51140,5551247
51141,12580870
51142,12114211
51143,17895916
51144,18774282
51145,2984330
51146,9950884
51147,3712578
51148,2775969
51149,7413917
51150,15337264
51151,18088389
51152,21599020
51153,3774912
51154,10389047
51155,16871587
51156,9894745
51157,28400829
51158,3710403
51159,11000675
51160,24321264
51161,16344269
51162,3826672
51163,15357081
51164,10343150
51165,11840249
51166,17513194
51167,8511777
51168,18068886
51169,16633296
51170,8026137
51171,28292967
51172,12761246
51173,7151051
51174,20359552
51175,7949234
51176,8604712
51177,27501413
51178,10204687
51179,1116418
51180,16405947
51181,25641191
51182,224531
51183,5410647
51184,7172122
51185,20636877
51186,354331
51187,3750262
51188,10219319
51189,1599075
51190,732190
51191,24973090
51192,7564367
51193,17088317
51194,11077012
51195,14670884
51196,19726579
51197,2793386
51198,19560849
51199,16472600
51200,8780295
51201,6476034
51202,19910723
51203,15684854
51204,13677302
51205,4144147
51206,22703830
51207,27631426
51208,15739154
51209,4068258
51210,9232089
51211,22561520
51212,903216
51213,6442397
51214,18566292
51215,1678068
51216,433641
51217,15138306
51218,19124612
51219,15935809
51220,9137812
51221,29909315
51222,20008547
51223,6679050
51224,15066092
51225,2196696
51226,5547475
51227,16134399
51228,16950226
51229,10803861
51230,16443174
51231,16059654
51232,4037466
51233,22358057
51234,15246118
51235,26318986
51236,17268904
51237,20733337
51238,18549943
51239,2467392
51240,19031437
51241,4631913
51242,26680231
51243,27120497
51244,25448281
51245,20610938
51246,15574749
51247,2316002
51248,19910737
51249,6297692
51250,18534575
51251,25745068
51252,17643282
51253,9225304
51254,8667442
51255,6509010
51256,31268531
51257,16830018
51258,20037814
51259,15188759
51260,8139592
51261,12105854
51262,19416740
51263,15986119
51264,23448468
51265,8706251
51266,91848
51267,11058564
51268,3780814
51269,22107891
51270,2382605
51271,27847431
51272,10928957
51273,7930488
51274,589060
51275,823809
51276,26378038
51277,5020716
51278,2131034
51279,21629661
51280,20972800
51281,28555334
51282,2485859
51283,12958197
51284,1682908
51285,2719505
51286,6846134
51287,27384219
51288,11642085
51289,8310785
51290,29216956
51291,3698194
51292,7283297
51293,24612634
51294,15502970
51295,11834625
51296,16366677
51297,17292331
51298,1361160
51299,12846347
51300,18782407
51301,19300450
51302,351504
51303,20043943
51304,9172724
51305,12376152
51306,2105067
51307,1484721
51308,18450903
51309,11219486
51310,403449
51311,4186181
51312,3665603
51313,4257821
51314,12642470
51315,21245496
51316,6805786
51317,7449477
51318,18066107
51319,15885639
51320,16236997
51321,10720636
51322,3539055
51323,31830547
51324,21081773
51325,3241254
51326,864450
51327,20434301
51328,2443044
51329,21909107
51330,16132792
51331,146398
51332,21353145
51333,28772138
51334,8056700
51335,10573723
51336,1359313
51337,10828864
51338,1168927
51339,8215482
51340,3013153
51341,24658375
51342,21147076
51343,17044450
51344,7004273
51345,6586482
51346,7894236
51347,21472284
51348,589188
51349,25543051
51350,18348343
51351,5741503
51352,2380834
51353,7655449
51354,15929896
51355,9714269
51356,19112952
51357,9121510
51358,24494196
51359,19698552
51360,6497196
51361,15799010
51362,9731086
51363,3236028
51364,8134235
51365,19204655
51366,11391004
51367,19294768
51368,12484553
51369,30054598
51370,11391304
51371,20071462
51372,6379123
51373,11142573
51374,6230523
51375,3928728
51376,7032684
51377,30243954
51378,14654979
51379,18491434
51380,10460183
51381,5477651
51382,21362472
51383,3994880
51384,3751418
51385,28745489
51386,9533614
51387,18695136
51388,30215777
51389,16632197
51390,25230003
51391,16533241
51392,17914318
51393,10758273
51394,17627676
51395,9679717
51396,17339622
51397,6300372
51398,3146734
51399,10713877
51400,571557
51401,15020524
51402,5467095
51403,19136337
51404,9810297
51405,9093492
51406,8419791
51407,11886979
51408,25827057
51409,21467745
51410,235749
51411,838213
51412,12644843
51413,17148506
51414,19815945
51415,20953186
51416,3430507
51417,944401
51418,12009418
51419,20934443
51420,22245431
51421,28951255
51422,3197020
51423,11120421
51424,15033281
51425,3370449
51426,20093625
51427,12127155
51428,29766219
51429,1816700
51430,10408968
51431,12144610
51432,1355149
51433,17440819
51434,29723978
51435,2124211
51436,7164045
51437,12804524
51438,8666967
51439,3926518
51440,3690997
51441,15245499
51442,9120230
51443,14711161
51444,2111555
51445,1603212
51446,7427206
51447,2121122
51448,15375218
51449,23525077
51450,24671324
51451,29525285
51452,2461127
51453,71639
51454,7258154
51455,25115793
51456,24121792
51457,27713174
51458,2952797
51459,15367699
51460,9519251
51461,18379861
51462,6695303
51463,3476633
51464,23825041
51465,17892196
51466,4817003
51467,4017298
51468,11560405
51469,16449332
51470,62135
51471,12676739
51472,8357609
51473,15805586
51474,21899313
51475,14517953
51476,16641839
51477,18198484
51478,16415721
51479,5780019
51480,23628456
51481,16467254
51482,10764196
51483,11175471
51484,10027775
51485,16029219
51486,16384677
51487,8768165
51488,19675280
51489,9737096
51490,19493473
51491,2408258
51492,22974967
51493,11557123
51494,30713661
51495,10365197
51496,897744
51497,24366883
51498,9613798
51499,10594785
51500,18090443
51501,17201899
51502,23291585
51503,1485884
51504,17379623
51505,9622145
51506,15968720
51507,7637645
51508,264797
51509,16172043
51510,18239293
51511,4735855
51512,20376586
51513,16125490
51514,5638113
51515,2384961
51516,24413998
51517,10437993
51518,12775975
51519,19889810
51520,1776216
51521,16925499
51522,26722498
51523,20369229
51524,19259673
51525,2924140
51526,1763620
51527,4853325
51528,15728586
51529,28881718
51530,10942576
51531,3325229
51532,25912555
51533,6650373
51534,23545348
51535,18824851
51536,19531635
51537,20084273
51538,1003266
51539,22828241
51540,29474904
51541,4848646
51542,23123254
51543,4182533
51544,984241
51545,21732753
51546,8822237
51547,12394442
51548,25450421
51549,20338123
51550,16462769
51551,9559438
51552,7921415
51553,7926346
51554,15654267
51555,1655228
51556,16930453
51557,8932561
51558,19167633
51559,8577887
51560,9164147
51561,25417052
51562,6651021
51563,9416384
51564,2140240
51565,6514354
51566,2064046
51567,21967773
51568,28659436
51569,12072099
51570,12930145
51571,29298510
51572,10534223
51573,4217736
51574,129898
51575,30472098
51576,7192515
51577,11102497
51578,2434793
51579,6658398
51580,11855547
51581,21127763
51582,20157255
51583,23653003
51584,9164807
51585,1894719
51586,10063299
51587,7491061
51588,20521909
51589,27322209
51590,12005258
51591,7986221
51592,6784656
51593,26517535
51594,3888246
51595,4130279
51596,8416680
51597,6775827
51598,9849579
51599,1730179
51600,16175088
51601,23663378
51602,11310518
51603,24349532
51604,11134977
51605,15675172
51606,10733466
51607,1874198
51608,9694026
51609,9510653
51610,11744817
51611,26522230
51612,10213281
51613,3729077
51614,2047568
51615,2234250
51616,9512081
51617,2568681
51618,16942633
51619,17977527
51620,25071917
51621,14654561
51622,17164350
51623,313333
51624,2321531
51625,25961927
51626,3345222
51627,20580733
51628,27876602
51629,7292204
51630,15806412
51631,19373981
51632,19542200
51633,3769139
51634,8320874
51635,11755578
51636,2085263
51637,18941502
51638,1276554
51639,12604535
51640,24830451
51641,23313794
51642,3162299
51643,15240547
51644,3692737
51645,19520364
51646,10761164
51647,7340503
51648,4368644
51649,19393235
51650,9050021
51651,1315673
51652,11583302
51653,26929000
51654,8000974
51655,1588766
51656,39448
51657,20637823
51658,21873375
51659,15292824
51660,18560566
51661,9803143
51662,15894690
51663,2561594
51664,14693986
51665,1783243
51666,11768735
51667,2205033
51668,18567086
51669,3602573
51670,15840384
51671,7937281
51672,19946271
51673,16450001
51674,6684503
51675,7873836
51676,23772166
51677,17879088
51678,24699182
51679,19204075
51680,3284271
51681,19034993
51682,1388459
51683,6091394
51684,12149193
51685,25150775
51686,18435715
51687,29569912
51688,11299786
51689,4453967
51690,16145985
51691,20081858
51692,17220028
51693,20079691
51694,14606601
51695,22099998
51696,25405535
51697,2880302
51698,17397030
51699,7292637
51700,48569
51701,14687875
51702,11344972
51703,18233996
51704,8436859
51705,6199603
51706,16018796
51707,15845082
51708,12966370
51709,19548127
51710,19565716
51711,21712529
51712,267751
51713,2131395
51714,8952593
51715,1720453
51716,17868276
51717,14700505
51718,16079066
51719,4298052
51720,16492484
51721,11024434
51722,12401901
51723,15640438
51724,10965525
51725,11919326
51726,9449013
51727,2316090
51728,17295152
51729,2193980
51730,656315
51731,11956504
51732,20049132
51733,23643801
51734,17296974
51735,30503583
51736,3715799
51737,15591519
51738,9375593
51739,17804756
51740,17369119
51741,20981257
51742,1480987
51743,2413097
51744,22240979
51745,9748032
51746,9865990
51747,1950546
51748,20869957
51749,3281604
51750,16639876
51751,28886988
51752,21787684
51753,12957489
51754,1461170
51755,19901110
51756,16054168
51757,11391764
51758,8899116
51759,23647015
51760,11054397
51761,9251603
51762,17687502
51763,4855664
51764,6896169
51765,3165601
51766,11966594
51767,21057909
51768,7793724
51769,14966744
51770,31494693
51771,18024389
51772,1322322
51773,24001450
51774,14672755
51775,620377
51776,12210799
51777,10323593
51778,12594532
51779,2497883
51780,17664322
51781,19371575
51782,17531662
51783,12429644
51784,16879835
51785,3496025
51786,21325069
51787,2912273
51788,25045214
51789,25456270
51790,20080592
51791,18538015
51792,17536614
51793,26912412
51794,6940649
51795,14712967
51796,19617305
51797,25123088
51798,7681508
51799,4855871
51800,17442489
51801,2475196
51802,11697848
51803,7279959
51804,2859780
51805,19823023
51806,65691
51807,16562448
51808,22286583
51809,18984771
51810,9606397
51811,2870352
51812,4143622
51813,2900472
51814,21820648
51815,9370792
51816,156260
51817,15302576
51818,20053369
51819,19407337
51820,11202633
51821,28419827
51822,1674234
51823,18690914
51824,9636745
51825,12088942
51826,16540070
51827,22104130
51828,8679841
51829,8308583
51830,3364339
51831,1831987
51832,14558187
51833,2139234
51834,232048
51835,8134536
51836,663695
51837,2471006
51838,21047994
51839,15190012
51840,1448448
51841,8614533
51842,6644887
51843,26841141
51844,11270509
51845,8807135
51846,21874000
51847,16935488
51848,20686372
51849,6864538
51850,20553782
51851,27428043
51852,18006695
51853,3137614
51854,16376214
51855,11061985
51856,20722968
51857,1975868
51858,18800350
51859,11779477
51860,5639626
51861,25305755
51862,26420756
51863,21457077
51864,16169029
51865,1574960
51866,16189633
51867,11970740
51868,9587732
51869,16463616
51870,15771859
51871,9554605
51872,1304415
51873,3378510
51874,3109637
51875,30253173
51876,3544790
51877,15485438
51878,6161470
51879,3277077
51880,2110014
51881,7515328
51882,20034406
51883,5301661
51884,1905639
51885,6476600
51886,23941772
51887,20201966
51888,22705055
51889,15914514
51890,20530232
51891,22535156
51892,11561086
51893,30635400
51894,18303189
51895,27396813
51896,26569305
51897,28159227
51898,19560508
51899,12106856
51900,18095597
51901,1734799
51902,31706003
51903,20465667
51904,3160028
51905,28233961
51906,16978678
51907,26829750
51908,25948281
51909,3616618
51910,24213014
51911,6425907
51912,3102088
51913,1923914
51914,5354796
51915,17679676
51916,7575694
51917,26247364
51918,28771573
51919,7570638
51920,20435036
51921,16511872
51922,15793283
51923,6682029
51924,17698416
51925,11756241
51926,18022205
51927,17295584
51928,17016690
51929,2573801
51930,2106162
51931,1320258
51932,3022372
51933,20719421
51934,15934019
51935,18941515
51936,7515854
51937,2724699
51938,6187703
51939,15333036
51940,19027286
51941,8804257
51942,12972701
51943,6402201
51944,9843018
51945,7838258
51946,7633016
51947,14985936
51948,11595415
51949,8277979
51950,9875925
51951,5560739
51952,15564710
51953,14984866
51954,15385825
51955,30154949
51956,7214331
51957,12791117
51958,4382350
51959,21937992
51960,10933569
51961,1891696
51962,19346885
51963,9887018
51964,9109744
51965,18317151
51966,2594960
51967,10668740
51968,20079798
51969,7500509
51970,2640510
51971,3323599
51972,8711809
51973,12022243
51974,16125021
51975,19440507
51976,1171662
51977,3783118
51978,31568847
51979,10940359
51980,27082954
51981,23143597
51982,15952214
51983,11157713
51984,20641098
51985,2120675
51986,20225289
51987,29183815
51988,8351027
51989,9502777
51990,10346413
51991,8317017
51992,10777026
51993,1064790
51994,10321603
51995,3218632
51996,2846102
51997,23772162
51998,2782777
51999,12172322
52000,20616663
52001,28572074
52002,15567561
52003,19666049
52004,10340725
52005,12657709
52006,9644979
52007,2794101
52008,12242605
52009,10753194
52010,6189445
52011,15282739
52012,12006805
52013,30696774
52014,8490416
52015,20035747
52016,28090300
52017,3871297
52018,15833021
52019,637424
52020,14743355
52021,6894223
52022,19666043
52023,10072627
52024,9020844
52025,17201808
52026,17906372
52027,4810330
52028,11982471
52029,8227822
52030,11332148
52031,19147669
52032,976216
52033,29031619
52034,14622900
52035,3351011
52036,17662576
52037,17662534
52038,6844980
52039,15618854
52040,3142437
52041,15369754
52042,6396566
52043,10709961
52044,21269601
52045,15159513
52046,18608918
52047,8342098
52048,24960064
52049,1974839
52050,11838821
52051,7604518
52052,23069812
52053,23794209
52054,12051122
52055,19436923
52056,17043245
52057,17123785
52058,15009014
52059,15468341
52060,10915127
52061,16247444
52062,71004
52063,5356550
52064,15008574
52065,30997025
52066,2453748
52067,26780485
52068,4235247
52069,17935165
52070,10441482
52071,20692022
52072,2577692
52073,16092435
52074,18406071
52075,21317595
52076,7588234
52077,10084637
52078,7662588
52079,11719720
52080,17290160
52081,18394207
52082,22677342
52083,7844615
52084,17444321
52085,16755549
52086,12006469
52087,475953
52088,8752565
52089,19603067
52090,12416604
52091,7365313
52092,3621107
52093,25003971
52094,28038895
52095,2507046
52096,3018180
52097,7101279
52098,2034676
52099,20013441
52100,602954
52101,24085318
52102,29651748
52103,19783637
52104,20374255
52105,17245800
52106,5695652
52107,15764345
52108,15849280
52109,32148032
52110,11385269
52111,19265646
52112,10347264
52113,15926730
52114,7784241
52115,16380434
52116,7302117
52117,21764683
52118,16081063
52119,18629321
52120,17459053
52121,24075811
52122,19733627
52123,1961958
52124,27388964
52125,16632831
52126,15046398
52127,20637791
52128,10638634
52129,8729168
52130,10189013
52131,8482661
52132,7740518
52133,9732237
52134,17043665
52135,10528682
52136,12855342
52137,277092
52138,17918041
52139,11441423
52140,2908363
52141,7325735
52142,17496739
52143,23804495
52144,8876855
52145,20194319
52146,22381623
52147,1860222
52148,6148710
52149,9403290
52150,18806056
52151,10920437
52152,10625115
52153,23358144
52154,7858072
52155,1908340
52156,25895260
52157,3441158
52158,2408437
52159,2904753
52160,27094368
52161,7829008
52162,11503817
52163,17953463
52164,4282135
52165,8255482
52166,18032408
52167,1193816
52168,9748483
52169,1125690
52170,24497646
52171,15271746
52172,18786290
52173,10843908
52174,7753270
52175,3508708
52176,8443520
52177,23108216
52178,3601019
52179,7189975
52180,1252149
52181,3720379
52182,27212383
52183,3856065
52184,7121697
52185,7802851
52186,5493616
52187,6419695
52188,15846170
52189,6093713
52190,27287416
52191,15852363
52192,10963110
52193,11465569
52194,9259316
52195,10820281
52196,27682001
52197,15473886
52198,5120175
52199,20514955
52200,20605831
52201,11321428
52202,3949080
52203,1928882
52204,9016902
52205,12150543
52206,12759298
52207,19941079
52208,15591643
52209,9439546
52210,3130466
52211,8243401
52212,11987023
52213,16882315
52214,7909130
52215,19081299
52216,3906481
52217,12878301
52218,21984480
52219,15837124
52220,9813483
52221,14961937
52222,16705179
52223,18226522
52224,31158415
52225,6177942
52226,19299654
52227,30270565
52228,22164246
52229,4644702
52230,12837522
52231,30662405
52232,7493036
52233,8892787
52234,31026535
52235,18445910
52236,16140282
52237,1892084
52238,18032674
52239,2853804
52240,14594619
52241,27095094
52242,29162556
52243,14576474
52244,15889206
52245,9758264
52246,8474126
52247,16435120
52248,8381002
52249,20413874
52250,18415035
52251,16184426
52252,17924251
52253,1986094
52254,19629758
52255,14731311
52256,13883575
52257,9817267
52258,11789664
52259,16865634
52260,7443083
52261,19855366
52262,15546305
52263,15207363
52264,3135633
52265,6562983
52266,865136
52267,11966649
52268,15675206
52269,2609438
52270,2729179
52271,14567716
52272,929037
52273,23392203
52274,2053553
52275,9551423
52276,17301271
52277,9598523
52278,23494807
52279,16368305
52280,1443980
52281,24673398
52282,11900622
52283,167377
52284,8631187
52285,12351152
52286,10612521
52287,22770994
52288,7612033
52289,17659342
52290,11938582
52291,10070173
52292,15037516
52293,15685264
52294,8356105
52295,2552575
52296,11339241
52297,20811015
52298,23462309
52299,12795665
52300,2738184
52301,2339451
52302,19282327
52303,2251614
52304,7905175
52305,16596675
52306,8928190
52307,2571387
52308,19112232
52309,19269234
52310,20036707
52311,19002562
52312,3626164
52313,10813554
52314,15705005
52315,23554804
52316,8162495
52317,2315794
52318,21177420
52319,19291568
52320,21807637
52321,10874433
52322,15498629
52323,27840117
52324,16761396
52325,7194391
52326,19733641
52327,10523796
52328,8699989
52329,12709072
52330,31063457
52331,2872206
52332,6617297
52333,1821239
52334,79046
52335,16822929
52336,8592607
52337,25194279
52338,9590676
52339,21505849
52340,9188292
52341,11765309
52342,12835119
52343,9539593
52344,16643579
52345,9470816
52346,16761189
52347,17444155
52348,23251156
52349,15846279
52350,20127799
52351,11512607
52352,2752494
52353,19729556
52354,8473225
52355,9222532
52356,2790295
52357,20426960
52358,10860943
52359,26664441
52360,28522181
52361,2598570
52362,11801948
52363,24493827
52364,15566291
52365,8190269
52366,7109460
52367,7206114
52368,19578729
52369,8652924
52370,19537590
52371,26612503
52372,19801490
52373,6403413
52374,16870215
52375,2308690
52376,19566382
52377,17650330
52378,165440
52379,4607266
52380,17961837
52381,15232685
52382,8169261
52383,16699055
52384,23648708
52385,20454814
52386,16280299
52387,18164818
52388,11714441
52389,7186920
52390,20003915
52391,10417040
52392,15617453
52393,3830790
52394,9768830
52395,8290873
52396,9138325
52397,2741918
52398,2777199
52399,10879669
52400,11426986
52401,2568548
52402,12947532
52403,2870085
52404,16519069
52405,2098410
52406,658476
52407,15083257
52408,868978
52409,9480176
52410,20171145
52411,19834332
52412,22186154
52413,6218754
52414,18205541
52415,8958188
52416,25970160
52417,16473939
52418,16868025
52419,4702089
52420,26581635
52421,24918270
52422,22446810
52423,18662364
52424,17653045
52425,26506619
52426,15689192
52427,1643686
52428,21209944
52429,15292318
52430,6784476
52431,9047047
52432,20637188
52433,31505237
52434,12488306
52435,29054324
52436,17059768
52437,21914476
52438,21875950
52439,14510655
52440,16037745
52441,6071477
52442,20533112
52443,3963071
52444,169340
52445,732373
52446,17202465
52447,2050169
52448,19084294
52449,15899480
52450,8040490
52451,7907874
52452,18847324
52453,18306354
52454,15932584
52455,11720147
52456,17534892
52457,26680107
52458,8273955
52459,8373917
52460,7184224
52461,27616325
52462,16931683
52463,19781881
52464,14700676
52465,18925670
52466,3586207
52467,12895461
52468,20571278
52469,20647417
52470,12899434
52471,10399867
52472,7193331
52473,17503474
52474,9685238
52475,1868253
52476,15190930
52477,11430916
52478,19494442
52479,4030832
52480,15343067
52481,23650127
52482,5775035
52483,25934431
52484,3047315
52485,20835238
52486,12454568
52487,1482041
52488,3999023
52489,6446956
52490,6101700
52491,8090802
52492,17574692
52493,234669
52494,2885666
52495,10342425
52496,25878060
52497,11023856
52498,2319110
52499,8832009
52500,7907667
52501,23707492
52502,7669374
52503,16582019
52504,29643356
52505,16704991
52506,2380160
52507,17014581
52508,12825092
52509,22464149
52510,22169935
52511,14991055
52512,7352543
52513,4022222
52514,16236144
52515,1320517
52516,29107957
52517,18827470
52518,27919828
52519,159020
52520,17557749
52521,30978436
52522,22079312
52523,1604135
52524,15470085
52525,6126946
52526,6173125
52527,18987195
52528,19653804
52529,15236040
52530,17067136
52531,16948598
52532,15845617
52533,21218061
52534,12599022
52535,8527978
52536,16149403
52537,7160524
52538,18024991
52539,22866812
52540,1052090
52541,12072809
52542,6160942
52543,9054921
52544,16611191
52545,14966178
52546,15517007
52547,20423157
52548,11741175
52549,28245158
52550,24816253
52551,25017102
52552,21513308
52553,15912333
52554,12868675
52555,9493204
52556,2387015
52557,18307421
52558,6939878
52559,8467436
52560,17689565
52561,27984135
52562,2209320
52563,11551633
52564,28285099
52565,20805303
52566,9695674
52567,2770247
52568,18378545
52569,7952478
52570,12910572
52571,17329848
52572,18835334
52573,18439118
52574,9927632
52575,12505429
52576,21570766
52577,16000684
52578,30298849
52579,3791187
52580,18214293
52581,7654905
52582,19243600
52583,2474097
52584,20417496
52585,2214347
52586,9445295
52587,12075041
52588,19184136
52589,26258846
52590,30496736
52591,11181815
52592,22158538
52593,16528140
52594,17562484
52595,526915
52596,14593979
52597,21949157
52598,7632529
52599,19442620
52600,4014092
52601,1657110
52602,20617597
52603,19783987
52604,5823051
52605,28973639
52606,7302988
52607,8488156
52608,2563046
52609,25497113
52610,16565833
52611,16690336
52612,15659795
52613,15649445
52614,970267
52615,12960445
52616,12713
52617,3008322
52618,1107297
52619,713267
52620,12499459
52621,17030583
52622,22586300
52623,11526364
52624,6196889
52625,17618655
52626,15788353
52627,17325736
52628,11323404
52629,24154679
52630,10368871
52631,14519453
52632,23811826
52633,14693590
52634,12842176
52635,18388340
52636,27235710
52637,8752025
52638,21889949
52639,20409345
52640,14614217
52641,20977460
52642,19127348
52643,20698227
52644,24244343
52645,17958328
52646,17629604
52647,10414580
52648,21075553
52649,19280112
52650,1711635
52651,5647419
52652,6134620
52653,952799
52654,2746881
52655,27082965
52656,2736791
52657,5106499
52658,6342565
52659,7817916
52660,17703373
52661,18633310
52662,8313565
52663,14706871
52664,20616304
52665,7288965
52666,1844164
52667,19604654
52668,7107155
52669,9562136
52670,7728813
52671,1525342
52672,16002042
52673,19284563
52674,26387063
52675,27933861
52676,16117696
52677,6961757
52678,26908192
52679,9469544
52680,17456398
52681,3116219
52682,2425185
52683,19183256
52684,9529347
52685,15633070
52686,7521977
52687,16978714
52688,28032951
52689,26513295
52690,10911927
52691,799549
52692,19712604
52693,16640504
52694,8405073
52695,19607878
52696,7302360
52697,16564615
52698,3522039
52699,4631174
52700,11288564
52701,9825187
52702,22287159
52703,17679729
52704,18176844
52705,2822878
52706,11851839
52707,16720336
52708,19674083
52709,141299
52710,8941196
52711,17657819
52712,18981723
52713,21615130
52714,21767331
52715,22027556
52716,508134
52717,10696499
52718,18957528
52719,30629986
52720,27960282
52721,3806075
52722,15259478
52723,23022853
52724,3776959
52725,17318506
52726,839104
52727,11640976
52728,25579632
52729,2925057
52730,11559956
52731,15855201
52732,20663906
52733,20706757
52734,2167745
52735,4207045
52736,11772795
52737,16358092
52738,3966642
52739,3796692
52740,17588764
52741,7471903
52742,18703712
52743,11222455
52744,4856722
52745,18572751
52746,12934964
52747,14597584
52748,15812266
52749,24568368
52750,13680833
52751,12841884
52752,18988661
52753,31150631
52754,3515927
52755,15258626
52756,108053
52757,19803787
52758,10663420
52759,18077925
52760,23058909
52761,10606973
52762,197868
52763,18056831
52764,10362438
52765,7892168
52766,19057393
52767,8190198
52768,19843797
52769,18674481
52770,26884827
52771,23179754
52772,22083044
52773,8444217
52774,16871242
52775,11048353
52776,25818598
52777,19149817
52778,7907689
52779,11421490
52780,8685903
52781,6491505
52782,25265456
52783,18585545
52784,2515824
52785,29085557
52786,7660382
52787,9302530
52788,6778604
52789,11528583
52790,7258732
52791,12413500
52792,17600635
52793,16459422
52794,3816955
52795,18499655
52796,18717445
52797,711647
52798,25320285
52799,4321579
52800,6582781
52801,8271529
52802,20805790
52803,23098472
52804,28595002
52805,10728402
52806,16012352
52807,20068576
52808,6156352
52809,6695772
52810,3538914
52811,19196556
52812,3341479
52813,8007038
52814,2916435
52815,8455230
52816,12962818
52817,24367547
52818,3148867
52819,25269479
52820,11574943
52821,2412035
52822,1541606
52823,8624061
52824,19346146
52825,7308682
52826,20092386
52827,8636602
52828,16545442
52829,19009564
52830,8694727
52831,900566
52832,12893845
52833,19470147
52834,12528328
52835,15124912
52836,7455759
52837,17649720
52838,9435008
52839,15686480
52840,28483554
52841,8455125
52842,10599213
52843,17399758
52844,7224374
52845,2417922
52846,9256891
52847,3190959
52848,7196998
52849,9624475
52850,17565540
52851,7435687
52852,16332725
52853,18372902
52854,19192274
52855,12076858
52856,30391304
52857,6487531
52858,9296496
52859,15961989
52860,7948800
52861,19593445
52862,8444423
52863,10696890
52864,16193185
52865,7457650
52866,16901800
52867,3025980
52868,16310579
52869,15096909
52870,20006695
52871,16406201
52872,21177254
52873,12131553
52874,20944818
52875,17256725
52876,29545142
52877,18225436
52878,21046361
52879,6320978
52880,7034517
52881,8335809
52882,8932538
52883,12899586
52884,7752347
52885,15933817
